USRID	RST
42725	0.011976791
2543	0.0040122955
74224	0.0055054375
98754	0.006506923
39649	0.0027598012
49388	0.065523125
24189	0.0311078
28125	0.009622621
82672	0.01456424
4920	0.0063374983
11279	0.08665205
55377	0.008843609
1578	0.011149743
28142	0.020663075
38316	0.03566497
84178	0.0041542174
82948	0.031705424
32878	0.037739158
97672	0.005073599
17401	0.02072153
40185	0.32576105
68573	0.0586531
33759	0.020848801
87859	0.043999743
35348	0.14030938
58823	0.016525527
10805	0.0049318504
276	0.32223058
19071	0.007490348
69525	0.029003704
85647	0.0044137617
52284	0.0035942397
62370	0.16784598
50710	0.010439651
15052	0.020457648
33517	0.030125553
74276	0.006278545
69046	0.0012800321
57857	0.008872198
23401	0.059487153
36386	0.007172368
19019	0.008850362
93592	0.01949224
47237	0.044868242
99282	0.05146041
93754	0.09012327
72982	0.011534628
92702	0.04699739
47398	0.030824624
78479	0.018599693
53265	0.24227752
41455	0.0059184004
97618	0.0059481277
17163	0.033186715
57297	0.0038107177
87784	0.013681664
26658	0.0037687067
4089	0.022907749
66227	0.018412318
88839	0.034805503
61795	0.0026494258
65485	0.011710336
21787	0.053669855
25219	0.005494124
43685	0.0039332286
29039	0.04323659
36191	0.01725753
97459	0.34480652
98820	0.013845433
93251	0.0037252074
539	0.16727848
4435	0.01904873
40245	0.032773554
58111	0.028485358
9218	0.024744222
70372	0.02719066
67809	0.013279434
29922	0.030531503
48607	0.022862155
93044	0.21556222
57015	0.051996216
65894	0.031596713
63690	0.019632323
99644	0.0287344
40069	0.0021530904
319	0.089900725
80159	0.02153242
64501	0.40200925
74750	0.02506794
46675	0.03832042
52836	0.004500272
13769	0.0051375977
47012	0.0071004513
89057	0.041103072
41132	0.0064937
84414	0.012018839
38313	0.011864977
13734	0.016631512
94064	0.06867078
18380	0.028575506
73316	0.009810637
19126	0.008571705
93353	0.005182704
54085	0.1547015
15633	0.015391811
3640	0.0046539614
75967	0.0056701256
11451	0.02706708
83560	0.34364167
8386	0.021037957
39943	0.039565414
49177	0.029539112
43971	0.004551054
56085	0.0012338279
72601	0.020059617
71492	0.018725153
71363	0.025516449
39632	0.017154088
29980	0.0030305914
26247	0.006325987
16685	0.008933741
13334	0.011570718
29338	0.0074224127
68455	0.05669288
87575	0.02470372
16255	0.07361952
12931	0.08304129
42811	0.005463742
76215	0.011281003
16194	0.01651722
47558	0.0122666005
2739	0.0041875835
48660	0.004972389
68702	0.026691265
22538	0.0083035035
652	0.0023514044
16628	0.004616445
74306	0.0063273357
56264	0.0019497204
49318	0.049237214
11349	0.12635593
17041	0.03139299
4003	0.016656103
88902	0.061943054
42643	0.0044709137
78741	0.002692545
19119	0.022260863
45282	0.003385522
19055	0.064784944
13237	0.045763142
28302	0.011767242
5214	0.038497534
11175	0.02012323
80476	0.023750795
59155	0.04908747
79867	0.13415457
76397	0.15767309
29194	0.13824464
2350	0.0030202316
82518	0.025648674
12354	0.009559625
31616	0.05843894
26793	0.14442173
93712	0.05215297
32115	0.007908463
66182	0.08937466
64872	0.0026733787
54450	0.0022799107
83588	0.020926824
91910	0.016038347
73777	0.010030408
66744	0.0058936467
6256	0.0037985872
21478	0.05424787
58539	0.044899385
34128	0.06708102
50510	0.033974126
88285	0.26293567
37567	0.01131657
64169	0.0636723
43508	0.017504793
49224	0.06720803
45538	0.036166552
63090	0.042712428
77075	0.022300975
75651	0.011870111
62381	0.010344552
90378	0.015844677
38222	0.016780894
50812	0.004466378
73139	0.02195835
15427	0.06844399
47404	0.008378409
87014	0.015283625
7387	0.06980506
63970	0.25235182
99470	0.00393902
1985	0.039413907
12991	0.0035717206
22561	0.010214029
91395	0.018698178
84123	0.022634842
40465	0.0067175366
83408	0.0047812923
75483	0.006474044
53372	0.0042826044
94564	0.0040537314
14559	0.0048457845
87999	0.0025196786
33634	0.0044883694
35638	0.0031145865
11700	0.017502462
843	0.041116185
49735	0.07272483
30255	0.013662194
39146	0.006133292
33183	0.06238674
88537	0.0057425746
35682	0.17434992
73510	0.019412117
34782	0.02097805
21852	0.032602955
21618	0.2737416
78566	0.0017121001
70291	0.008051268
85859	0.0069483863
97879	0.061449442
5854	0.0040177032
22306	0.0048400806
76921	0.005158052
56634	0.034803275
56457	0.01913289
45127	0.017788187
61036	0.05072605
87743	0.024364516
42620	0.011193278
70431	0.0036665765
30743	0.0021132876
48611	0.0062317643
40739	0.081870325
34251	0.0055997963
83630	0.0029449766
23631	0.0029434843
64335	0.033561446
54465	0.02081719
10033	0.029201156
62277	0.01951136
43718	0.010186764
71051	0.0076367226
58309	0.02883247
95142	0.0027469401
47885	0.00577559
18475	0.08419772
89987	0.017514218
7928	0.028155597
83047	0.0042238026
53958	0.012543201
52152	0.10026053
85121	0.09126785
72931	0.0030776192
91636	0.004298949
82643	0.01266783
93109	0.0034834074
93691	0.005637331
33717	0.004225646
3739	0.0032905466
75653	0.023486076
80454	0.011722113
44168	0.018198682
61567	0.0030161436
30153	0.00417149
24162	0.0048107957
81143	0.06438809
61610	0.00494803
60257	0.002628302
90913	0.024298867
64452	0.077962145
18806	0.03836053
98940	0.06426429
5295	0.17731297
18041	0.07607851
61338	0.17943794
40881	0.09002188
25024	0.20656106
1043	0.049866233
35698	0.01980228
28693	0.029425971
43436	0.009519891
57117	0.080690004
12802	0.015437418
91050	0.006922495
36877	0.29294252
86598	0.0065344493
59271	0.099306636
99100	0.64724225
90728	0.025475783
17790	0.04435409
77615	0.12593879
5840	0.020833874
14550	0.21155791
63555	0.010208307
1743	0.019100584
74236	0.057228576
52592	0.16838011
31619	0.012617201
69904	0.027316017
77674	0.012617201
34363	0.012617201
5920	0.017142024
72270	0.012617201
16042	0.017392876
90916	0.03909563
29703	0.004210563
35746	0.010289608
61509	0.08711353
29757	0.24079986
91592	0.17501755
26333	0.007390211
31499	0.33069167
53385	0.06873964
62747	0.106189586
59398	0.013530469
31423	0.035874676
61111	0.035874676
24873	0.022520607
13430	0.007363521
97536	0.03412933
12503	0.07327408
55967	0.015614202
16991	0.049592305
37494	0.033918973
96691	0.12941778
30020	0.11130246
67688	0.015614202
62499	0.014977228
68467	0.030960707
99208	0.033601575
98409	0.01547566
92798	0.015614202
63381	0.04331669
28266	0.015614202
51806	0.05755663
34841	0.015614202
71245	0.09611868
94072	0.005490714
75028	0.01586898
43106	0.011331369
24645	0.01406809
65270	0.019117964
84299	0.036307964
73242	0.029892523
40474	0.13274913
99443	0.022746878
84230	0.078339875
23062	0.037939016
36127	0.09504539
82415	0.019894032
63515	0.13322946
93744	0.034464266
17047	0.043730635
35061	0.0015828327
68639	0.030650452
92457	0.012842143
31165	0.043942172
66604	0.040598016
15320	0.04807777
2692	0.007751465
56234	0.0050643887
78393	0.0023828119
49382	0.00347249
15509	0.0036771756
36906	0.0033703842
29631	0.010330121
55944	0.035544403
60663	0.026324341
7481	0.014737274
32296	0.049904224
2657	0.047156326
91442	0.015520652
48498	0.012189636
29854	0.007537026
67814	0.048204917
81660	0.0032611443
73809	0.026130646
90211	0.019861085
74332	0.016864778
52425	0.007048938
32600	0.045878984
54306	0.018544676
26530	0.3990176
4349	0.041543745
81522	0.032217108
34387	0.006696634
32746	0.007573037
8081	0.0037343698
93788	0.010993437
53207	0.0058341417
56906	0.031101674
39176	0.014453434
3271	0.10205278
49227	0.022638973
52770	0.030380478
40425	0.87414116
49791	0.028002996
62804	0.06382979
73747	0.029302925
45450	0.07396261
18363	0.013267794
65009	0.0053999196
48995	0.008960484
93412	0.016947065
30884	0.0043392535
60819	0.0021001876
29093	0.03982766
37795	0.0120337345
93541	0.007829352
25161	0.17849503
21239	0.007805616
46037	0.06594041
58565	0.00796465
82299	0.0030106814
93888	0.0029875252
78180	0.036778238
36434	0.10936792
51668	0.0028141793
37488	0.2929253
4914	0.017193783
24248	0.009406332
26306	0.015624158
94830	0.04154571
45494	0.004853148
90629	0.023402894
41110	0.0032852273
74896	0.32743755
36168	0.23012407
6621	0.08981767
68208	0.0075109717
44750	0.034373272
47880	0.029863462
96896	0.016473977
74152	0.009468985
30016	0.0122218365
34801	0.012973024
65803	0.024609363
56926	0.34327722
1238	0.0040595033
49228	0.09681175
51312	0.033974554
83981	0.0066912025
7261	0.011091328
36282	0.015733432
56936	0.0027947063
77174	0.0026359865
97226	0.028537845
68882	0.009329763
11099	0.019181559
42687	0.0055264127
29766	0.005365828
98711	0.0076401057
9429	0.0055086208
90967	0.020512229
36587	0.009095483
38327	0.0014881996
25470	0.002121503
85827	0.017958682
29656	0.030888747
46052	0.0029422124
90880	0.05396926
14518	0.008611639
83735	0.01571493
66238	0.21505262
85192	0.006279289
24166	0.0037853085
65089	0.002364885
45001	0.015028159
34909	0.040124383
39661	0.00536234
16664	0.026848579
68408	0.041591227
84743	0.8778226
57606	0.0107575385
37051	0.03780157
25845	0.029914984
54866	0.092566
65123	0.045460097
67938	0.010169667
98194	0.013103235
58451	0.036765877
63022	0.0069070263
88437	0.0039665275
63767	0.08930875
85455	0.004072924
96010	0.036911864
24507	0.018973486
4405	0.024860304
21099	0.0037451428
83026	0.0025746748
93144	0.002046534
93831	0.029089715
56133	0.0137581695
39278	0.028071607
41471	0.016440086
17124	0.29410407
4696	0.017036315
62721	0.046256077
8197	0.018229648
50480	0.0056175804
5625	0.0035229328
80005	0.015833318
11059	0.0019553103
497	0.024351785
55385	0.014804069
95081	0.0041726073
79013	0.008243607
86323	0.013648263
21914	0.006018642
19643	0.008821114
80003	0.004269647
67730	0.011217291
48999	0.0049707117
33107	0.046887238
37099	0.078872554
47489	0.003705385
60324	0.043249052
55861	0.11829451
43763	0.13105765
79568	0.15076278
73670	0.08529687
48728	0.010523787
37924	0.015638215
33065	0.0017222426
97668	0.0054498822
82334	0.036126766
84021	0.003262276
59449	0.02486798
97722	0.04118151
95442	0.04572139
16645	0.063159734
2958	0.03758795
98889	0.07836298
48818	0.036457386
6514	0.03964009
44509	0.047006235
83656	0.02660225
8432	0.011277999
29618	0.016485222
23637	0.00949828
35660	0.14380075
81945	0.10863971
26396	0.00976333
4968	0.10132387
39267	0.0042308425
55140	0.0039435015
86963	0.017531259
47570	0.055604387
96184	0.0051093157
17215	0.04759791
24171	0.028840186
19869	0.007890024
88343	0.013730828
96288	0.056183334
45521	0.15623206
91738	0.014403718
29534	0.0077717686
48230	0.0044798083
53525	0.0038205814
47126	0.015919019
9122	0.04156411
97549	0.0038976616
61284	0.0038342662
37649	0.02489253
63465	0.0023644487
93135	0.12900078
22961	0.005002197
90570	0.031253144
96115	0.06681252
18706	0.83379596
40217	0.020643651
97153	0.0047719264
18713	0.0028431234
34310	0.010683709
45436	0.034625884
52221	0.028927505
31539	0.018055461
68179	0.0063863536
19434	0.0027534019
69595	0.10330716
46831	0.0039697443
80583	0.0016205775
75899	0.0053389245
28771	0.0042741457
23925	0.009727543
1423	0.013679675
83225	0.01661392
94567	0.029320896
98941	0.008155265
93983	0.019138725
55053	0.0040671816
94749	0.005021662
70481	0.001728964
18712	0.026643855
65536	0.013445398
98169	0.041292854
38324	0.020352246
80688	0.01799741
85966	0.010070416
62978	0.0431377
79513	0.10586045
29271	0.024379807
87130	0.022590518
44781	0.036389947
17687	0.003681859
20568	0.031255517
37686	0.015158422
50088	0.014159367
49694	0.0808631
5347	0.032952182
16053	0.12712005
90882	0.0041479273
81404	0.006101031
24876	0.23985012
45830	0.09973704
84138	0.0070141293
5815	0.028531078
11282	0.007807433
62297	0.0636668
89399	0.024461355
32211	0.013077479
2663	0.10916125
25523	0.05590561
14908	0.0047030216
75358	0.003889369
4481	0.06226787
33915	0.032406565
35153	0.005430424
72878	0.032089036
76470	0.019851658
50517	0.0053133266
3027	0.02953307
18301	0.0030067835
42390	0.06100541
20465	0.0029779207
49067	0.0059929937
2513	0.11064774
34691	0.0039843945
96548	0.009207364
77401	0.04016818
51783	0.23378552
41619	0.017012991
49811	0.042871404
94069	0.0042756787
2937	0.019762602
36954	0.015994025
97372	0.03581438
9457	0.007110129
86176	0.048286237
7789	0.0035692488
64923	0.0055272486
79727	0.0052268133
43658	0.0038864329
52001	0.0038382644
73084	0.0033122825
91387	0.42734164
57013	0.07754436
34694	0.0042636083
63492	0.047115713
195	0.05536928
5603	0.017169539
17913	0.0050194496
70977	0.0029934307
13186	0.015263121
48285	0.0200516
79046	0.008471578
39993	0.010030555
58016	0.041867614
11516	0.06321713
47261	0.0045878496
57924	0.008670939
56366	0.0355138
22049	0.28187183
41386	0.015820129
62564	0.0016151413
8478	0.10630319
35862	0.0070149503
35309	0.013044348
17487	0.010719795
29982	0.01878414
94968	0.60288334
99875	0.006638839
72297	0.011753071
92079	0.022558684
41311	0.0045220563
49284	0.013747906
20088	0.004618744
83769	0.006411262
85842	0.029199919
987	0.013222354
17237	0.007889659
87752	0.0052789245
314	0.12659808
77384	0.003562152
35794	0.028037407
93557	0.0042894194
17777	0.034811497
64849	0.0051482203
21468	0.030655412
85594	0.004685179
86387	0.0029070803
30090	0.0034451247
74095	0.18456009
65424	0.6062925
89420	0.014937014
37348	0.009542137
38078	0.0077505554
47241	0.0074113864
18695	0.0046423306
14856	0.007980176
86988	0.0040046996
69423	0.009799132
75213	0.036775984
67001	0.0032018607
25326	0.009393997
56604	0.03112765
67630	0.0069719185
18532	0.01337123
23776	0.033473477
47771	0.10564895
13566	0.0024659694
59257	0.003168374
61308	0.06879217
43577	0.007571073
5801	0.0024278113
71188	0.0034422006
94250	0.0019137966
1735	0.21310389
18058	0.033632483
21658	0.065276295
71230	0.028594406
14455	0.0104102
44397	0.78370935
37378	0.18554562
92714	0.033088397
46939	0.008240267
65735	0.009894742
78151	0.009061406
16498	0.004477236
42223	0.003641979
12545	0.003799791
63171	0.0079830615
48703	0.008031254
70068	0.006475854
64026	0.011069775
86720	0.0041903327
86173	0.02955284
29699	0.032091543
93583	0.03384781
6949	0.0049064835
33192	0.0036563757
37472	0.025696296
9260	0.1782378
99552	0.006011181
18135	0.019537061
37167	0.012786943
34616	0.030242996
3431	0.009422219
62668	0.012457782
5340	0.049430426
5179	0.06489567
67873	0.05269269
43241	0.008102509
7458	0.008530192
79327	0.060277745
85429	0.030034345
45017	0.025571125
76169	0.027302792
29083	0.02781263
95330	0.0036781263
7386	0.00579747
46858	0.028322788
55641	0.10790636
66743	0.005128371
88151	0.008764378
72398	0.009723644
40248	0.004411694
87987	0.08145618
37068	0.004589679
15778	0.004853413
47154	0.005704463
83489	0.016941536
59527	0.0016939966
39403	0.005571576
59144	0.06078123
40399	0.5717775
13047	0.008586663
79763	0.014470745
51823	0.041034635
32190	0.028919827
5315	0.023587508
53181	0.0130975945
79382	0.028319389
64880	0.02301061
85351	0.01740592
26065	0.0070167272
84712	0.06273741
34069	0.06770076
4568	0.011549485
86802	0.0050838487
4926	0.00600433
62298	0.007962625
20834	0.0066020377
87736	0.014525214
85323	0.0063433535
89354	0.09888283
84051	0.057715558
80350	0.026926244
27532	0.25072193
5102	0.01676258
58690	0.06492684
39428	0.02556
53674	0.0069852388
58101	0.049803667
24823	0.0072409003
48894	0.015090315
42153	0.045249753
59492	0.017536705
34276	0.13585934
89865	0.0051575555
352	0.0049916916
63795	0.4001721
54931	0.0036957874
51513	0.06794253
36502	0.102063015
33397	0.014269601
82792	0.027103238
14209	0.2141478
35883	0.035947654
8103	0.038785223
28849	0.0679762
40364	0.0874229
32398	0.023112642
55893	0.006681474
22501	0.033320703
2493	0.066528946
26764	0.005932225
49362	0.036684614
3633	0.004115474
11903	0.0032368677
5682	0.002981438
94892	0.0010473442
97848	0.30603778
9832	0.008359482
39978	0.017995633
53755	0.005418228
97149	0.00838412
25207	0.17695732
16169	0.07113086
26893	0.017806066
74404	0.007329242
60745	0.08322832
98472	0.010370995
4812	0.15285127
43706	0.03184495
12271	0.023100333
10839	0.004631336
13386	0.0030566962
8991	0.008505305
4192	0.003923403
45846	0.1063839
14775	0.005082016
14133	0.101442225
21697	0.007264122
10853	0.7123028
89481	0.013198423
51799	0.0038417042
80203	0.0067961505
7280	0.0034881248
18741	0.08038778
86645	0.021248493
48001	0.108344994
953	0.022718105
34024	0.036280196
78858	0.0033544367
61753	0.1757532
26896	0.021580543
91666	0.026392099
72483	0.041934364
97465	0.016402163
30063	0.035977665
75518	0.030779304
27491	0.070965774
79813	0.005997381
34236	0.007775804
17859	0.01073419
57062	0.007610492
46072	0.011245902
65456	0.008728003
95553	0.22019975
89417	0.19009686
27710	0.01964252
91728	0.11672318
35221	0.0039034714
22149	0.010674057
14064	0.016224762
58628	0.014793105
71455	0.0091525
15923	0.1090038
24979	0.0067724474
83424	0.09079457
23010	0.04626051
93392	0.04196889
10889	0.04355726
39605	0.0040402934
35028	0.038718145
66911	0.005032278
90865	0.006883856
386	0.004585013
36960	0.003411279
28408	0.00592963
37307	0.005844741
65855	0.01657802
43955	0.018276615
62610	0.0026888612
61184	0.10068346
30143	0.0074864286
37451	0.1541949
83504	0.27859727
78167	0.015281709
94341	0.014030429
642	0.0050738133
42517	0.06414818
65634	0.010989964
76861	0.00794771
43228	0.005273924
98894	0.015115679
63402	0.0033319928
29807	0.04227288
17144	0.0490837
71820	0.005943855
94767	0.12923056
14931	0.0037804688
6033	0.025457405
84200	0.12905027
99915	0.009011515
97270	0.041897092
97151	0.032779843
42338	0.0040272665
79216	0.055775445
55501	0.007858398
84664	0.007116464
93655	0.031785056
54526	0.0027994916
28804	0.0019432044
57009	0.012925254
20590	0.019358875
40573	0.00230236
93324	0.0032404007
21195	0.0054959347
51612	0.0707276
94848	0.033249468
30739	0.0034436877
1982	0.056715008
55155	0.0211515
33620	0.02830635
90391	0.26896238
14961	0.033311907
51095	0.048528016
42979	0.057462692
93448	0.0070115766
96793	0.0068298616
8213	0.01000507
9081	0.007819236
16021	0.02678594
47761	0.022618467
89424	0.002470359
21507	0.025288023
25183	0.0033337495
67903	0.0014684511
3357	0.05587148
30714	0.007438389
68931	0.027409913
99359	0.024446387
22089	0.10981758
25616	0.005845126
86126	0.00490447
747	0.0071944217
48227	0.0029724694
76815	0.01781606
25630	0.06556458
16997	0.004140809
98290	0.03205484
99636	0.030776398
71384	0.0648563
19813	0.020854624
4793	0.00706874
91362	0.006534295
98928	0.36166993
9504	0.0025701982
75642	0.0035142875
82921	0.0016251944
31638	0.04240195
68786	0.0071724323
18268	0.021972556
93936	0.047680542
62733	0.029220708
38812	0.03162079
55458	0.0769568
83425	0.021968925
13905	0.005720187
95172	0.003168263
52329	0.0063574496
85477	0.025047425
82198	0.029688561
90659	0.02614166
65473	0.36149985
14470	0.029513486
65147	0.033220798
78754	0.054025542
55903	0.046234503
44046	0.0055165417
8736	0.012078466
30175	0.009035411
54026	0.08271111
9450	0.052508943
30957	0.024524119
38463	0.009212486
10677	0.038697846
37665	0.014009197
36493	0.04055747
42822	0.0032902278
98104	0.005414406
55953	0.013636419
82191	0.0039228685
73446	0.02386001
14485	0.022142598
25443	0.0033814781
83976	0.039454777
44343	0.019015249
77929	0.007181977
49832	0.0054391176
74367	0.031298026
48722	0.1527303
98706	0.11160168
69242	0.0056746714
42360	0.018991873
9223	0.0028012055
47845	0.0014169235
37887	0.0082852915
48394	0.09545988
87998	0.048303034
88436	0.11833822
58794	0.0051816003
64896	0.19259916
76433	0.05744981
29134	0.029231044
53342	0.023137648
87076	0.02712097
93494	0.022979913
58423	0.0082885325
10376	0.005844841
23726	0.004417957
21130	0.010499109
13193	0.012813136
16596	0.016416926
69069	0.018713776
72892	0.022766357
32984	0.058412943
3999	0.13598616
96546	0.025028354
8506	0.06563931
45665	0.0056990264
18876	0.0060340683
66547	0.01988141
39589	0.04392702
29847	0.07826302
14387	0.005322543
24479	0.016708065
72956	0.009233057
20340	0.019025618
29088	0.003444164
42370	0.0028437385
37237	0.020028172
93546	0.05234418
54835	0.02101924
33789	0.021478076
90301	0.007098492
11464	0.021470016
72156	0.03732398
93876	0.02272145
32970	0.024084534
40249	0.029949648
75652	0.009749478
75628	0.023916021
89944	0.0060935984
82078	0.005121019
32240	0.0305734
99805	0.08589789
31497	0.04704213
35499	0.007196823
57690	0.032828797
29303	0.003981542
90708	0.079345964
38459	0.0062197917
22795	0.013022549
8427	0.028058626
14081	0.17874047
94045	0.045498837
48872	0.020734524
64513	0.01540638
84863	0.062485877
13259	0.0036622172
7940	0.09539846
49565	0.03810438
96509	0.049987104
43573	0.012385272
35569	0.025873747
8697	0.06439791
5186	0.021951176
36810	0.05278259
34093	0.022110362
48157	0.12098243
50943	0.013399428
35958	0.09676154
48532	0.032098047
76718	0.04537033
72455	0.004832067
81086	0.0998587
31470	0.0044492497
60281	0.056618698
49899	0.0044694026
83101	0.11775873
37500	0.014537677
96883	0.0766504
78440	0.008948702
32028	0.033951674
18800	0.03377504
67990	0.0068852934
96442	0.45496675
28559	0.12526193
28268	0.062034316
74620	0.021379866
68881	0.014161677
15166	0.00530401
87328	0.004368467
92000	0.0031172053
89220	0.0067299698
53347	0.005349197
63426	0.03378929
68667	0.1703937
44535	0.0038862203
70724	0.12687331
26081	0.11506625
9485	0.019071857
13003	0.06519333
34381	0.22850214
61745	0.006141281
2746	0.046686478
49982	0.007287629
60422	0.0071049943
18478	0.07057292
15369	0.030423123
21899	0.02752267
5085	0.0020146375
60542	0.008374436
95527	0.004570047
98458	0.004979155
69255	0.018338095
93803	0.0022309802
57064	0.018922545
74292	0.0032347655
4890	0.011031946
22339	0.31689897
54951	0.0073658675
14701	0.028425556
65402	0.0019595667
70700	0.3460483
75604	0.0132511165
64316	0.0142770605
78558	0.005402453
3467	0.06297314
77647	0.0029695355
71038	0.0075398013
26939	0.027475864
60327	0.003172612
56145	0.09270793
45998	0.030902203
96618	0.036973853
6563	0.1732824
73951	0.03257316
14957	0.015683733
98198	0.0034700984
74429	0.015319138
95980	0.04747922
46715	0.004074826
51977	0.021910667
15092	0.030557586
48633	0.011878783
44557	0.0042906273
29387	0.0062592337
93821	0.06489754
57613	0.19327442
54451	0.008587381
65202	0.0071505643
87259	0.0051769908
95633	0.0016762423
71719	0.02430945
51218	0.094873905
33974	0.0048427572
76047	0.04588896
29862	0.020095376
19145	0.013917729
38488	0.07395588
19211	0.009320283
26566	0.009413626
68348	0.0041666143
61842	0.08468766
68174	0.07265001
59815	0.03320723
74250	0.026643429
11999	0.01864313
98684	0.09430826
73327	0.03481028
51158	0.00550212
42228	0.27548352
20457	0.042919632
61660	0.02973924
10676	0.0070995064
89809	0.060711697
27951	0.027277412
59095	0.032204468
6415	0.042574
90266	0.012837085
18361	0.004793613
24672	0.035680167
69371	0.0037071577
84008	0.020487288
64991	0.0027771522
34934	0.039828442
31143	0.031174893
4316	0.027674198
83238	0.0034924154
76066	0.006390694
69672	0.0075658686
77634	0.004668108
42277	0.093813635
99783	0.0023988069
52773	0.0020444451
45236	0.0026355856
2854	0.012326199
28845	0.006051539
61267	0.12192665
1185	0.013205338
3385	0.013271996
27897	0.39255065
20973	0.0069744145
32559	0.010275127
98698	0.005302438
51273	0.00445901
13196	0.008210303
71571	0.006550132
74781	0.010971808
69259	0.23813905
510	0.0069409646
52801	0.12075398
87066	0.003978183
68993	0.09134974
68485	0.019197399
94910	0.026958814
90372	0.042343814
83137	0.036483515
20464	0.25305766
11583	0.06779305
92904	0.092901796
37279	0.09881787
46258	0.0214816
72203	0.0064522917
75535	0.026074892
28632	0.0027092204
89716	0.0089286
50737	0.0074991663
82209	0.0024234245
61429	0.047212172
32073	0.019183995
91426	0.104033135
5919	0.024439922
14462	0.012897797
77775	0.11416693
68575	0.27097273
30151	0.001288364
93027	0.02574988
76360	0.008176491
59177	0.007666368
